ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF247L01CC7,152353,DP,OMF,9.00,12.13
INF200KB1126,152417,GR,OMF,9.00,11.45
INF194KB1ES1,150874,DR,OMF,9.00,10.73
INF200KA1A97,146642,DR,OMF,9.00,24.48
INF336L01RG7,152379,DP,OMF,9.00,12.58
INF966L01DT4,152415,GR,OMF,9.92,11.06
INF740KA1TZ4,152307,GR,OMF,9.00,12.18
INF204KB1ZG9,143708,DP,OMF,9.00,11.76
INF397L01JI2,151999,DR,OMF,9.00,32.04
INF0R8701145,152509,GR,OMF,9.00,11.96
INF769K01GC3,148503,DR,OMF,9.00,24.97
INF204K01YG5,143501,DR,OMF,9.00,1092.96
INF174KA1NC1,151650,DP,OMF,9.79,21.85
INF251K01TB7,152472,GR,OMF,9.00,13.23
INF336L01RF9,152378,GR,OMF,9.00,13.78
INF194KB1HG9,152264,GR,OMF,9.00,12.90
INF179KC1IE0,152521,DP,OMF,12.75,9.63
INF179KC1IC4,152430,DP,OMF,9.00,10.34
INF247L01CB9,152352,GR,OMF,9.00,13.61
INF336L01RH5,152379,DR,OMF,9.00,12.58
INF251K01TE1,152470,GR,OMF,9.00,13.68
INF760K01KV4,152448,DR,OMF,9.00,13.74
INF200KB1118,152419,DR,OMF,9.00,11.16
INF194KB1HD6,152266,GR,OMF,9.07,12.68
INF204KC1352,149761,DP,OMF,22.13,33.13
INF740KA1UC1,152310,GR,OMF,9.00,12.62
INF740KA1TW1,152243,GR,OMF,9.00,10.92
INF769K01IO4,150471,DR,OMF,9.00,14.14
INF174KA1FY1,148744,DR,OMF,9.00,20.55
INF204KC1BV8,152387,GR,OMF,9.00,12.35
INF247L01BZ0,152235,DP,OMF,9.00,16.68
INF966L01DR8,152414,DP,OMF,9.85,10.70
INF174K01LI3,119773,GR,OMF,9.00,136.15
INF740K01K81,126393,GR,OMF,9.00,33.27
INF090I01EV3,116632,DP,OMF,12.15,93.31
INF090I01DJ0,100529,DP,OMF,9.00,15.22
INF174K01Z14,135500,DP,OMF,9.00,16.17
INF767K01527,105822,DR,OMF,9.00,11.79
INF903JA1FC8,144837,DP,OMF,9.46,22.93
INF090I01EW1,116633,GR,OMF,12.15,93.31
INF174K01369,103339,GR,OMF,9.00,114.98
INF767K01535,105823,GR,OMF,9.00,36.76
INF090I01262,101656,GR,OMF,9.00,165.58
INF846K01ZZ0,141594,DR,OMF,9.00,10.22
INF179K01WM1,119063,DP,OMF,9.00,234.37
INF903JA1GZ7,146959,GR,GMF,5.00,1438.77
INF090I01HV6,118543,GR,OMF,9.00,188.78
INF204K01588,102848,DR,OMF,9.00,31.67
INF090I01DK8,100529,DR,OMF,9.00,15.22
INF903JA1FA2,144835,GR,OMF,9.00,38.50
INF846K01K35,125354,GR,OMF,9.00,131.07
INF277K015S3,146008,DR,OMF,9.00,22.81
INF174K01385,103338,DP,OMF,9.00,43.03
INF846K01K01,125350,GR,OMF,9.00,112.34
INF179K01KZ8,101525,GR,OMF,9.00,228.92
INF846K01K19,125352,DP,OMF,9.72,44.74
INF846K01K50,125351,DR,OMF,9.72,52.87
INF846K01K43,125351,DP,OMF,9.72,52.87
INF090I01DH4,100527,DP,OMF,9.00,16.89
INF789F1ACO4,145287,GR,OMF,9.00,1586.32
INF204K01ZK4,118698,DP,GMF,10.00,1006.75
INF846K01E33,144397,DP,OMF,9.00,15.39
INF090I01254,101657,DR,OMF,9.00,40.78
INF090I01HU8,118542,DR,OMF,9.00,48.49
INF740K01K73,126392,DR,OMF,9.00,14.11
INF204K01ZL2,118698,DR,GMF,10.00,1006.75
INF204KB1Q65,145811,GR,GMF,5.00,145.56
INF090I01JQ2,118550,DR,OMF,12.15,106.37
INF200KA1YT0,146212,DR,OMF,9.00,15.98
INF090I01DL6,100530,DP,OMF,9.00,11.99
INF903JA1EZ2,144834,DP,OMF,9.46,20.91
INF090I01HT0,118542,DP,OMF,9.00,48.49
INF090I01DM4,100530,DR,OMF,9.00,11.99
INF767K01519,105822,DP,OMF,9.00,11.79
INF03VN01AE1,154162,GR,OMF,9.00,10.10
INF277K014C0,101986,DR,GMF,10.00,1114.52
INF903JA1HG5,146963,GR,GMF,5.00,1449.00
INF277K010S4,146007,GR,OMF,9.00,21.11
INF204KB1R31,145810,GR,GMF,5.00,146.57
INF740K01K65,126392,DP,OMF,9.00,14.11
INF090I01247,101657,DP,OMF,9.00,40.78
INF204K01604,102846,GR,OMF,9.00,182.09
INF767K01GI4,120338,GR,OMF,9.00,39.82
INF680P01489,154143,GR,GMF,10.00,1028.51
INF090I01EU5,116632,DR,OMF,12.15,93.31
INF174K01Z22,135500,DR,OMF,9.00,16.17
INF174V01DA4,154121,GR,OMF,9.00,10.97
INF090I01JP4,118550,DP,OMF,12.15,106.37
INF174K01LJ1,119772,DP,OMF,9.00,57.03
INF903JA1LZ7,154123,GR,OMF,9.00,10.30
INF247L01GL9,154112,GR,OMF,9.00,10.59
INF174KA1YP0,154145,GR,OMF,9.00,9.77
INF2F0001388,154133,GR,OMF,9.00,8.87
INF22M001150,154081,GR,OMF,9.00,1030.90
INF277K012S0,146009,DR,OMF,9.00,20.26
INF174KA1YL9,154099,GR,OMF,9.00,9.65
INF879O01332,154155,GR,OMF,9.00,9.58
INF204K01570,102848,DP,OMF,9.00,31.67
INF200KA1YS2,146212,DP,OMF,9.00,15.98
INF090I01JR0,118551,GR,OMF,12.15,106.37
INF277K013S8,146010,GR,OMF,9.00,23.66
INF846K01E41,144397,DR,OMF,9.00,15.39
INF903JA1EX7,144838,GR,OMF,9.00,35.18
INF090I01DI2,100527,DR,OMF,9.00,16.89
INF966L01AK9,148925,GR,OMF,9.00,27.55
INF966L01200,101072,GR,OMF,9.00,166.96
INF966L01150,101066,DP,OMF,9.13,78.59
INF767K01FK2,120312,DR,OMF,9.00,51.96
INF966L01671,120827,DR,OMF,9.39,242.14
INF966L01705,120832,DP,OMF,10.78,46.52
INF966L01BC4,151195,GR,GMF,5.00,12.42
INF204K01E70,118669,DP,GMF,10.00,44.51
INF174KA1YI5,154097,GR,OMF,9.00,9.72
INF903J01DU9,105000,DP,OMF,9.66,30.22
INF740KA1DI4,142282,GR,OMF,9.00,15.81
INF109K013M5,120870,DP,OMF,9.00,70.04
INF761K01HH7,154095,GR,OMF,9.00,10.04
INF903J01DV7,105000,DR,OMF,9.66,30.22
INF903JA1MC4,154127,GR,OMF,9.00,10.29
INF22M001143,154079,GR,OMF,9.00,1032.25
INF879O01365,154154,GR,OMF,9.00,9.56
INF846K01N65,146675,GR,GMF,5.00,1444.31
INF247L01GM7,154113,GR,OMF,9.00,10.57
INF761K01HE4,154093,GR,OMF,9.00,10.09
INF174V01CX8,154120,GR,OMF,9.00,10.89
INF740KA1DN4,142283,GR,OMF,9.00,16.66
INF680P01471,154144,GR,GMF,10.00,1029.55
INF090I01KO5,129006,GR,OMF,9.00,23.89
INF174KA1YS4,154148,GR,OMF,9.00,9.76
INF2F0001412,154131,GR,OMF,9.00,8.89
INF754K01JV9,147570,GR,GMF,5.00,1411.27
INF903J01PR9,119566,GR,OMF,9.00,101.72
INF740KA1KE8,144646,GR,OMF,9.00,17.26
INF109K01BI0,106823,GR,OMF,9.00,89.29
INF740KA1DL8,142278,DP,OMF,9.00,11.84
INF740KA1DR5,142281,DR,OMF,9.00,13.22
INF0R8F01182,154109,GR,GMF,10.00,1022.19
INF03VN01AD3,154161,GR,OMF,9.00,10.16
INF109K014M3,120870,DR,OMF,9.00,70.04
INF666M01NM2,154102,GR,OMF,9.00,11.70
INF666M01NJ8,154063,GR,OMF,9.00,11.79
INF109K015M0,120591,GR,OMF,9.00,101.22
INF754K01KE3,147569,GR,GMF,5.00,1405.92
INF109K01BJ8,106822,DR,OMF,9.52,33.15
INF740KA1JX0,144644,GR,OMF,9.00,16.93
INF846K01O23,146678,GR,GMF,5.00,1438.83
INF903J01PP3,119565,DP,OMF,9.59,35.09
INF846K01O56,146682,DR,GMF,10.00,1000.50
INF740KA1DM6,142278,DR,OMF,9.00,11.84
INF090I01KR8,129008,GR,OMF,9.00,25.04
INF903J01DT1,105001,GR,OMF,9.00,89.53
INF109K01FA8,106822,DP,OMF,9.52,33.15
INF740KA1DQ7,142281,DP,OMF,9.00,13.22
INF903J01PQ1,119565,DR,OMF,9.59,35.09
INF966L01AL7,148924,DP,OMF,9.00,27.71
INF966L01606,120822,DR,OMF,9.07,83.90
INF0GCD01537,151322,GR,OMF,9.00,1251.82
INF966L01218,100630,DP,OMF,9.00,75.21
INF251K01QT5,150285,GR,OMF,9.00,16.79
INF966L01689,120828,GR,OMF,9.39,309.77
INF174KA1KZ8,151216,GR,OMF,9.00,12.67
INF966L01135,100175,GR,OMF,9.00,400.90
INF966L01AA0,100177,GR,OMF,9.39,282.80
INF966L01895,120842,DP,OMF,9.00,83.18
INF966L01531,120818,DP,OMF,9.00,71.69
INF966L01259,101069,DR,OMF,9.00,64.75
INF966L01986,120847,GR,OMF,9.00,452.86
INF966L01713,120832,DR,OMF,10.78,46.52
INF789FA1M12,139236,DR,GMF,10.00,1272.66
INF194KB1KN9,154136,GR,OMF,9.00,7.25
INF090I01GV8,118506,GR,GMF,10.00,55.33
INF090I01BY3,101356,DR,GMF,10.00,11.13
INF090I01LB0,129436,DR,GMF,10.00,10.49
INF090I01CA1,101357,GR,GMF,10.00,53.47
INF194K01LJ9,108756,GR,GMF,10.00,42.97
INF090I01LA2,129436,DP,GMF,10.00,10.49
INF740K01714,100087,GR,GMF,10.00,56.06
INF090I01BZ0,101356,DP,GMF,10.00,11.13
INF740K01NU2,119106,GR,GMF,10.00,57.91
INF179KC1EW1,151314,GR,OMF,9.00,12.59
INF789F1AXQ5,151488,GR,OMF,9.00,12.76
INF179KC1FI7,151456,GR,OMF,9.00,12.74
INF109KC1Y64,149777,GR,OMF,22.94,33.14
INF789F1AYB5,151523,GR,OMF,9.00,12.41
INF109KC1Y72,149778,DP,OMF,22.86,33.14
INF277KA1828,151306,GR,GMF,10.00,12.59
INF192K01CH6,120411,DR,GMF,10.00,10.43
INF179KC1FJ5,151455,GR,OMF,9.00,12.67
INF789F1AXR3,151487,GR,OMF,9.00,12.85
INF204KC1AI7,151390,GR,OMF,9.00,12.91
INF200K01RA0,119835,GR,OMF,9.00,409.24
INF179KC1FT4,151490,GR,GMF,10.00,13.05
INF204KC1AO5,151440,GR,GMF,10.00,12.90
INF846K012O1,151435,GR,OMF,9.00,12.82
INF109KC1Y80,149778,DR,OMF,22.86,33.14
INF277KA1794,151301,GR,GMF,10.00,12.73
INF754K01RG3,151398,GR,OMF,9.00,12.64
INF179KC1FS6,151489,GR,GMF,10.00,13.13
INF192K01LX4,147836,GR,GMF,5.00,1375.88
INF769K01IU1,150790,GR,GMF,10.00,13.32
INF663L01X54,151404,GR,GMF,10.00,12.71
INF251K01RI6,151279,GR,OMF,9.00,12.65
INF200K01UJ5,119721,GR,OMF,9.00,703.71
INF192K01833,101078,DR,GMF,10.00,10.43
INF109KC1Y98,149775,GR,OMF,22.94,33.87
INF789F1AXS1,151527,GR,OMF,9.00,12.04
INF174KA1MJ8,151420,GR,OMF,9.00,12.95
INF204KC1378,149760,GR,OMF,21.55,33.69
INF109KC1Z06,149776,DP,OMF,22.94,33.87
INF663L01X21,151407,GR,GMF,10.00,12.78
INF179KC1FR8,151496,GR,GMF,10.00,12.89
INF179KC1ET7,151313,GR,OMF,9.00,12.74
INF846K010N7,151300,GR,OMF,9.00,12.85
INF192K01MB8,147837,GR,GMF,5.00,1382.21
INF204KC1345,149759,GR,OMF,21.55,33.13
INF174KA1MG4,151417,GR,OMF,9.00,12.84
INF251K01RL0,151283,GR,OMF,9.00,12.78
INF754K01PR4,150848,GR,OMF,9.00,13.06
INF846K013N1,151297,GR,OMF,9.00,12.77
INF277KA1760,151275,GR,GMF,10.00,12.87
INF179KC1FQ0,151495,GR,GMF,10.00,12.96
INF109KC1Z14,149776,DR,OMF,22.94,33.87
INF204KC1AL1,151439,GR,GMF,10.00,12.83
INF789F01WY2,120717,DP,OMF,9.00,84.94
INF200KB1142,152420,DR,OMF,9.00,11.45
INF204KB1ZL9,143703,DR,OMF,9.00,12.12
INF582M01JM9,152411,GR,OMF,9.00,11.76
INF397L01JH4,151999,DP,OMF,9.00,32.04
INF204KC1360,149761,DR,OMF,22.13,33.13
INF0R8701020,152137,DP,OMF,9.00,15.48
INF846K010F3,149469,DP,OMF,9.00,16.96
INF00XX01762,147917,DR,OMF,9.13,34.51
INF00XX01754,147917,DP,OMF,9.13,34.51
INF0S5R01067,152359,DR,OMF,9.00,13.48
INF789F1AYL4,151731,GR,OMF,23.31,28.29
INF0QA701755,152407,DR,OMF,9.00,12.24
INF082J01374,141071,DP,OMF,9.00,115.94
INF179KC1ID2,152522,DP,OMF,12.81,9.52
INF200KA19Z5,152373,DP,OMF,9.00,12.00
INF109KC16U1,152484,DP,OMF,9.00,12.27
INF044D01BJ2,117313,DP,OMF,9.00,48.50
INF966L01DQ0,152413,GR,OMF,9.85,10.70
INF966L01DM9,152337,DR,OMF,9.00,10.13
INF174KA1OM8,151880,DP,OMF,9.00,15.19
INF200KB1019,152373,DR,OMF,9.00,12.00
INF760K01KU6,152447,GR,OMF,9.00,13.75
INF761K01FW0,152398,GR,OMF,9.00,12.55
INF194KB1ER3,150874,DP,OMF,9.00,10.73
INF204K01IK0,113299,DR,OMF,9.00,32.28
INF251K01TD3,152473,DR,OMF,9.00,13.09
INF966L01AO1,149338,DP,OMF,9.00,23.62
INF760K01KQ4,151822,DP,OMF,9.00,14.39
INF879O01233,152464,GR,OMF,9.00,11.77
INF251K01PU5,150269,DR,OMF,9.00,21.41
INF174KA1PN3,152171,DP,OMF,9.00,14.01
INF200KB1092,152418,GR,OMF,9.00,11.16
INF179KC1IB6,152429,DP,OMF,9.00,10.22
INF209KB16C9,149292,DP,OMF,9.39,23.01
INF0R8701038,152137,DR,OMF,9.00,15.48
INF174KA1ND9,151650,DR,OMF,9.79,21.85
INF761K01710,119365,DR,OMF,9.00,76.53
INF247L01BW7,152234,DP,OMF,9.00,16.13
INF204KC1BY2,152389,GR,OMF,9.00,12.52
INF247L01CA1,152235,DR,OMF,9.00,16.68
INF174KA1PO1,152171,DR,OMF,9.00,14.01
INF194KB1CQ9,149834,DR,OMF,9.00,14.71
INF789F1AYM2,151732,GR,OMF,23.38,27.96
INF789F01WZ9,120717,DR,OMF,9.00,84.94
INF204KB1ZH7,143708,DR,OMF,9.00,11.76
INF769K01IM8,150471,DP,OMF,9.00,14.14
INF0QA701730,152406,GR,OMF,9.00,12.24
INF0S5R01059,152359,DP,OMF,9.00,13.48
INF109KC12U0,152482,GR,OMF,9.00,12.42
INF247L01BV9,152232,GR,OMF,9.00,16.13
INF761K01FZ3,152396,GR,OMF,9.00,12.85
INF966L01BT8,151759,DR,OMF,9.00,17.57
INF879O01258,152467,DR,OMF,9.00,10.09
INF769K01GA7,148503,DP,OMF,9.00,24.97
INF966L01BS0,151759,DP,OMF,9.00,17.57
INF179KC1GQ8,151805,DR,OMF,9.00,14.05
INF200KB1134,152420,DP,OMF,9.00,11.45
INF740KA1UB3,152308,DR,OMF,9.00,11.24
INF247L01CE3,152354,GR,OMF,9.00,14.03
INF200KB1035,152371,DP,OMF,9.00,12.14
INF740KA1MF1,146383,DR,OMF,9.00,22.82
INF200KB1100,152419,DP,OMF,9.00,11.16
INF192K01BS5,120485,DR,OMF,9.00,73.16
INF247L01BY3,152237,GR,OMF,9.00,16.68
INF082J01465,152475,GR,OMF,9.00,11.64
INF03VN01530,150346,GR,OMF,9.00,18.66
INF336L01NX1,146770,DR,OMF,12.11,22.72
INF754K01MT7,149247,GR,OMF,9.00,13.27
INF209KB13D4,149294,DP,OMF,9.00,13.60
INF200KA11D9,149473,DP,OMF,9.00,12.99
INF955L01HV4,147196,GR,GMF,5.00,1433.14
INF251K01PB5,150259,DP,OMF,9.00,17.98
INF174V01093,139781,GR,OMF,9.00,32.37
INF174KA1IO6,149862,GR,OMF,9.00,13.35
INF00XX01721,147918,DP,OMF,10.71,30.48
INF336L01AE8,102251,DP,OMF,10.71,42.29
INF336L01DH5,120046,GR,OMF,9.07,254.25
INF336L01QH7,149966,GR,OMF,9.00,13.25
INF336L01DG7,120045,DR,OMF,10.58,46.31
INF090I01890,100484,GR,OMF,9.00,194.40
INF754K01MP5,149249,GR,OMF,9.00,13.15
INF336L01PC0,148412,DP,OMF,9.53,23.03
INF760K01JX2,149086,DR,OMF,9.00,18.09
INF204KB16Z1,148724,DP,OMF,9.98,25.65
INF959L01FQ0,149040,GR,OMF,9.00,15.65
INF336L01NW3,146770,DP,OMF,12.11,22.72
INF959L01FP2,149039,GR,OMF,9.00,15.81
INF090I01GQ8,118580,DP,OMF,9.00,178.52
INF209KB15D9,149297,DP,OMF,9.00,14.41
INF03VN01522,150348,DP,OMF,9.00,17.63
INF336L01QM7,149964,DR,OMF,9.00,13.15
INF955L01GX2,143464,GR,OMF,9.00,1642.29
INF204KB15Z3,148723,GR,OMF,9.98,25.65
INF194K014A4,118483,DR,OMF,9.00,48.75
INF194K01920,112877,GR,OMF,9.00,51.84
INF174V01AP8,149101,GR,OMF,9.00,15.74
INF174V01077,139783,GR,OMF,9.00,27.20
INF204KB17Z9,148724,DR,OMF,9.98,25.65
INF194K01938,112878,DP,OMF,9.00,47.05
INF174KA1HT7,149183,DP,OMF,9.26,18.41
INF090I01GS4,118581,GR,OMF,9.00,204.93
INF174KA1HU5,149183,DR,OMF,9.26,18.41
INF277K017X9,147757,GR,OMF,9.00,25.56
INF174KA1IR9,149865,GR,OMF,9.00,13.45
INF173K01NM3,149572,DP,OMF,9.00,380.52
INF760K01JY0,149086,DP,OMF,9.00,18.09
INF740KA1QV9,149970,GR,OMF,9.00,13.26
INF200KA12D7,149473,DR,OMF,9.00,12.99
INF109KC11C0,150311,DP,OMF,9.40,15.51
INF955L01GZ7,143511,DR,OMF,9.00,1007.08
INF247L01197,122390,DR,OMF,9.93,23.87
INF336L01PD8,148412,DR,OMF,9.53,23.03
INF03VN01506,150347,GR,OMF,9.00,17.63
INF336L01QL9,149964,DP,OMF,9.00,13.15
INF194K013A6,118483,DP,OMF,9.00,48.75
INF109KC12C8,150311,DR,OMF,9.40,15.51
INF200KA10D1,149472,GR,OMF,9.00,12.99
INF209KB17B9,149201,DP,OMF,9.00,13.09
INF955L01HA8,143508,GR,OMF,9.00,1666.53
INF209KB19E9,149792,GR,OMF,9.00,13.03
INF109KC12I5,150539,GR,OMF,10.45,23.10
INF174V01101,139782,DP,OMF,9.00,20.38
INF336L01AD0,102251,DR,OMF,10.71,42.29
INF754K01GW3,140197,DP,GMF,10.00,1005.96
INF955L01HS0,147193,GR,GMF,5.00,1426.38
INF251K01PA7,150259,DR,OMF,9.00,17.98
INF109KC1Y15,149441,GR,OMF,9.00,16.75
INF174V01BB6,149404,GR,OMF,9.00,14.70
INF760K01JR4,148882,DR,OMF,9.00,18.86
INF03VN01514,150348,DR,OMF,9.00,17.63
INF174KA1HS9,149182,GR,OMF,9.00,20.04
INF174V01AQ6,149102,DR,OMF,9.00,12.46
INF740KA1QS5,149968,GR,OMF,9.00,13.17
INF174V01BD2,149405,DR,OMF,9.00,11.64
INF090I01874,105067,DP,OMF,9.00,168.11
INF00XX01739,147918,DR,OMF,10.71,30.48
INF00XX01747,147919,GR,OMF,10.71,36.40
INF336L01AF5,102252,GR,OMF,9.07,226.31
INF336L01QK1,149963,GR,OMF,9.00,13.15
INF760K01JS2,148882,DP,OMF,9.00,18.86
INF174V01085,139780,DP,OMF,9.00,16.11
INF277K010Z9,148052,DR,OMF,9.00,27.95
INF209KB12D6,149296,GR,OMF,9.00,15.54
INF754K01GS1,140197,DR,GMF,10.00,1005.96
INF090I01882,105067,DR,OMF,9.00,168.11
INF194K012A8,118482,GR,OMF,9.00,53.63
INF174V01AR4,149102,DP,OMF,9.00,12.46
INF194K01946,112878,DR,OMF,9.00,47.05
INF769K01EE4,143784,DP,OMF,9.46,29.54
INF090I01GR6,118580,DR,OMF,9.00,178.52
INF336L01DF9,120045,DP,OMF,10.58,46.31
INF174V01BC4,149405,DP,OMF,9.00,11.64
INF00XX01713,147920,GR,OMF,10.71,32.33
INF209KB1U68,148636,DR,OMF,9.00,14.26
INF966L01358,109274,DP,OMF,9.00,68.17
INF251K01TC5,152473,DP,OMF,9.00,13.09
INF760K01KZ5,152450,GR,OMF,9.00,14.19
INF200KA15T6,151213,DR,OMF,9.00,12.65
INF200KA14T9,151213,DP,OMF,9.00,12.65
INF760K01KW2,152448,DP,OMF,9.00,13.74
INF761K01FE8,148406,DP,OMF,9.00,35.02
INF740KA1PQ1,148596,DP,OMF,9.00,18.54
INF204KB1ZK1,143703,DP,OMF,9.00,12.12
INF247L01BX5,152234,DR,OMF,9.00,16.13
INF879O01266,152468,GR,OMF,9.00,11.86
INF582M01JQ0,152409,GR,OMF,9.00,12.13
INF761K01FG3,148406,DR,OMF,9.00,35.02
INF740KA1ME4,146383,DP,OMF,9.00,22.82
INF200KB1043,152371,DR,OMF,9.00,12.14
INF174KA1FW5,148744,DP,OMF,9.00,20.55
INF179KC1FD8,151460,DP,OMF,9.00,14.24
INF740KA1UA5,152308,DP,OMF,9.00,11.24
INF209KB1W33,148814,DR,OMF,9.61,22.87
INF109KC1NF2,145402,DP,OMF,9.00,10.08
INF663L01Y04,152385,DR,OMF,9.00,11.47
INF179KC1FE6,151460,DR,OMF,9.00,14.24
INF209KB1W25,148814,DP,OMF,9.61,22.87
INF109KC15U3,152481,GR,OMF,9.00,12.27
INF204K01IH6,113299,DP,OMF,9.00,32.28
INF846K011F1,149469,DR,OMF,9.00,16.96
INF192K01BR7,120485,DP,OMF,9.00,73.16
INF044D01BK0,117313,DR,OMF,9.00,48.50
INF336L01RI3,152380,GR,OMF,9.00,14.23
INF740KA1PR9,148596,DR,OMF,9.00,18.54
INF251K01PV3,150269,DP,OMF,9.00,21.41
INF761K01728,119365,DP,OMF,9.00,76.53
INF179KC1GP0,151805,DP,OMF,9.00,14.05
INF200KA1A89,146642,DP,OMF,9.00,24.48
INF0QA701748,152407,DP,OMF,9.00,12.24
INF044D01BX3,118870,GR,OMF,9.00,165.89
INF966L01AP8,149338,DR,OMF,9.00,23.62
INF209KB17C7,149292,DR,OMF,9.39,23.01
INF247L01CD5,152353,DR,OMF,9.00,12.13
INF769K01KW3,152347,GR,OMF,9.00,13.31
INF0R8701111,152512,GR,OMF,9.00,11.54
INF0S5R01034,152361,GR,OMF,9.00,13.14
INF0QA701763,152408,GR,OMF,9.00,12.66
INF082J01457,152474,GR,OMF,9.00,12.08
INF760K01KP6,151822,DR,OMF,9.00,14.39
INF740KA1TT7,152245,GR,OMF,9.00,10.73
INF966L01366,109274,DR,OMF,9.00,68.17
INF109KC17U9,152484,DR,OMF,9.00,12.27
INF740KA1TQ3,152206,GR,OMF,9.00,15.46
INF194KB1CP1,149834,DP,OMF,9.00,14.71
INF663L01X96,152385,DP,OMF,9.00,11.47
INF879O01282,152469,DR,OMF,9.00,10.35
INF174V01267,140613,GR,OMF,9.00,1872.97
INF174K01393,114859,GR,OMF,9.00,59.74
INF109K01TL6,115834,DR,OMF,12.99,42.99
INF663L01V98,148660,DR,OMF,9.00,10.68
INF204K01UF5,143499,DP,OMF,9.00,1023.56
INF204K01UG3,143499,DR,OMF,9.00,1023.56
INF204K01UE8,143493,GR,OMF,9.00,4283.71
INF204K01UO7,100855,DP,GMF,10.00,1586.45
INF204K01UP4,100855,DR,GMF,10.00,1586.45
INF204K01UQ2,112340,DP,GMF,10.00,1006.40
INF204K01UR0,112340,DR,GMF,10.00,1006.40
INF204K01UL3,100837,GR,GMF,10.00,6003.51
INF204K01UN9,100851,GR,GMF,10.00,6775.32
INF277K01Z10,135793,GR,OMF,9.00,52.43
INF209KA1YK0,133516,GR,OMF,9.00,41.01
INF760K01316,100600,DR,OMF,9.00,12.36
INF109K01EO2,100351,DP,OMF,9.00,77.93
INF204K01VB2,103052,DP,GMF,10.00,1025.45
INF204K01VC0,103052,DR,GMF,10.00,1025.45
INF204K01VA4,103048,GR,GMF,10.00,4424.87
INF761K01876,119352,DP,OMF,10.51,77.52
INF194K01516,108799,GR,OMF,9.00,76.97
INF740K01OJ3,119253,DR,OMF,10.48,82.55
INF761K01884,119351,GR,OMF,10.51,194.11
INF582M01112,115290,DR,OMF,9.59,28.93
INF789F01AO9,111602,DR,OMF,9.00,29.34
INF740K01OZ9,119277,GR,OMF,16.21,53.02
INF209KB1T53,148538,DP,OMF,9.00,21.68
INF090I01GE4,118538,DR,OMF,9.53,42.22
INF277K01PP0,119244,DR,OMF,11.04,98.71
INF251K01PS9,150267,DP,OMF,9.40,18.49
INF760K01175,102921,DP,OMF,9.13,81.51
INF760K01183,102921,DR,OMF,9.13,81.51
INF205K01148,105604,DP,OMF,9.00,18.06
INF204KA13G0,134924,DP,OMF,9.73,40.33
INF760K01GB4,118309,GR,OMF,9.00,114.95
INF846K01T10,147824,DP,OMF,9.00,18.19
INF277K01LZ8,103160,DR,OMF,9.00,1003.53
INF277K01MA9,103159,GR,OMF,9.00,4179.21
INF582M01633,119292,GR,OMF,9.00,58.39
INF955L01JT4,148472,DR,OMF,10.71,17.82
INF200KA1S71,148695,GR,OMF,9.00,19.24
INF760K01DU1,118273,GR,OMF,9.00,123.35
INF582M01BZ8,129648,DR,OMF,11.98,43.57
INF789F01AN1,111602,DP,OMF,9.00,29.34
INF209KB1O33,147410,DP,OMF,9.00,25.07
INF251K01985,150156,GR,OMF,9.00,98.19
INF846K01CI5,117559,DP,OMF,9.00,17.80
INF846K01CJ3,117559,DR,OMF,9.00,17.80
INF846K01CH7,117560,GR,OMF,9.00,53.97
INF740K01FK9,103347,GR,GMF,10.00,3965.13
INF109KC1RI7,145898,DR,OMF,9.00,24.10
INF846K01X22,148487,DR,OMF,9.00,25.20
INF846K01420,112211,DR,GMF,10.00,1001.47
INF846K01453,112213,DP,GMF,10.00,1002.92
INF846K01461,112213,DR,GMF,10.00,1002.92
INF846K01412,112210,GR,GMF,10.00,3093.18
INF109KC1N83,148514,DR,OMF,9.00,14.41
INF109KC1N75,148517,GR,OMF,9.00,21.18
INF277K011Y0,147756,DR,OMF,9.00,22.01
INF846K01X55,148488,DR,OMF,9.00,23.81
INF846K01X06,148485,GR,OMF,9.00,25.21
INF846K01X48,148488,DP,OMF,9.00,23.81
INF846K01438,112212,DP,GMF,10.00,1003.12
INF846K01446,112212,DR,GMF,10.00,1003.12
INF109KC1RH9,145897,DP,OMF,9.00,39.49
INF846K01X14,148487,DP,OMF,9.00,25.20
INF277K010Y2,147760,GR,OMF,9.00,22.96
INF109KC1N91,148514,DP,OMF,9.00,14.41
INF277K018X7,147758,DR,OMF,9.00,24.62
INF846K01X30,148486,GR,OMF,9.00,23.81
INF109KC1O09,148516,GR,OMF,9.00,22.81
INF209K01RV7,101976,GR,GMF,10.00,394.54
INF209K01RU9,100047,GR,GMF,10.00,447.47
INF336L01024,101593,DP,OMF,9.59,41.90
INF173K01FO5,149668,DR,OMF,9.00,85.09
INF174V01325,141225,DR,OMF,9.79,25.82
INF205K01130,105604,DR,OMF,9.00,18.06
INF204KA17G1,134925,DR,OMF,9.73,45.47
INF846K01S37,147668,DP,OMF,9.00,21.31
INF200K01CU0,106095,DP,OMF,9.00,45.64
INF209K01983,103183,DP,OMF,9.00,12.67
INF179K01AD6,102149,DR,OMF,9.00,14.21
INF917K01XQ3,151131,DR,OMF,12.31,39.41
INF789F01JN2,100822,GR,OMF,9.00,166.06
INF917K01XP5,151132,DR,OMF,12.05,46.40
INF789F01TF7,120715,GR,OMF,9.00,225.89
INF209KA1YJ2,133515,DR,OMF,9.39,22.00
